10; 2898132020,000000
11; 3146659040,200000
12; 3415991580,000000
13; 3684069660,200000
14; 3941992160,200000
15; 4233068860,000000
16; 4460910180,000000
17; 4686398840,000000
18; 4927894299,800000
19; 5182729059,800000
20; 5420603140,000000
