10; 1311830300,200000
11; 1305847160,000000
12; 1315780760,000000
13; 1316357560,000000
14; 1316017460,000000
15; 1309650260,200000
16; 1580558580,000000
17; 1567586900,000000
18; 1579285780,000000
19; 1571837220,000000
20; 1569483759,800000
