10; 786931860,000000
11; 791256960,000000
12; 789400980,000000
13; 788891180,000000
14; 788565320,000000
15; 786487900,000000
16; 789254980,000000
17; 786336460,000000
18; 786646020,000000
19; 781132480,000000
20; 788747040,000000
